# n_max = 20
9.999950652018582e-01 3.499504108654924e+01
9.999802608561371e-01 3.493794315610722e+01
9.999555871089498e-01 3.484291732915892e+01
9.999210442038161e-01 3.471016930175952e+01
9.998766324816606e-01 3.453998627034652e+01
9.998223523808090e-01 3.433273615651289e+01
9.997582044369840e-01 3.408886661430984e+01
9.996841892832999e-01 3.380890382306163e+01
9.996003076502565e-01 3.349345106934280e+01
9.995065603657316e-01 3.314318712238151e+01
9.994029483549729e-01 3.275886440779049e+01
9.992894726405892e-01 3.234130698512065e+01
9.991661343425401e-01 3.189140833532018e+01
9.990329346781247e-01 3.141012896475412e+01
9.988898749619700e-01 3.089849383297994e+01
9.987369566060175e-01 3.035758961199923e+01
9.985741811195098e-01 2.978856178520599e+01
9.984015501089750e-01 2.919261159471222e+01
9.982190652782118e-01 2.857099284619604e+01
9.980267284282716e-01 2.792500858080415e+01
9.978245414574415e-01 2.725600762405185e+01
9.976125063612252e-01 2.656538102199254e+01
9.973906252323237e-01 2.585455837526403e+01
9.971589002606139e-01 2.512500408189242e+01
9.969173337331280e-01 2.437821349999397e+01
9.966659280340299e-01 2.361570904172218e+01
9.964046856445924e-01 2.283903620999159e+01
9.961336091431725e-01 2.204975958965067e+01
9.958527012051857e-01 2.124945880487823e+01
9.955619646030800e-01 2.043972445465241e+01
9.952614022063083e-01 1.962215403816082e+01
9.949510169813002e-01 1.879834788202729e+01
9.946308119914323e-01 1.796990508117320e+01
9.943007903969989e-01 1.713841946506028e+01
9.939609554551797e-01 1.630547560093412e+01
9.936113105200084e-01 1.547264484554281e+01
9.932518590423394e-01 1.464148145660742e+01
9.928826045698137e-01 1.381351877509869e+01
9.925035507468237e-01 1.299026548911459e+01
9.921147013144779e-01 1.217320198986475e+01
9.917160601105629e-01 1.136377682993223e+01
9.913076310695066e-01 1.056340329364225e+01
9.908894182223387e-01 9.773456088968375e+00
9.904614256966512e-01 8.995268170001713e+00
9.900236577165575e-01 8.230127698562137e+00
9.895761186026509e-01 7.479275153068826e+00
9.891188127719618e-01 6.743900592291932e+00
9.886517447379141e-01 6.025141081098688e+00
9.881749191102805e-01 5.324078284772000e+00
9.876883405951378e-01 4.641736237929359e+00
9.871920139948192e-01 3.979079293499214e+00
9.866859442078680e-01 3.337010256630894e+00
9.861701362289889e-01 2.716368707816556e+00
9.856445951489980e-01 2.117929518896435e+00
9.851093261547739e-01 1.542401565004036e+00
9.845643345292053e-01 9.904266348819810e-01
9.840096256511397e-01 4.625785413746502e-01
9.834452049953297e-01 -4.063756672860785e-02
9.828710781323792e-01 -5.187856909564392e-01
9.822872507286887e-01 -9.714992676099845e-01
9.816937285463989e-01 -1.398481251123722e+00
9.810905174433341e-01 -1.799503997662782e+00
9.804776233729444e-01 -2.174408950904726e+00
9.798550523842469e-01 -2.523106132555289e+00
9.792228106217657e-01 -2.845573440738359e+00
9.785809043254721e-01 -3.141855759981849e+00
9.779293398307218e-01 -3.412063887082196e+00
9.772681235681935e-01 -3.656373277678145e+00
9.765972620638246e-01 -3.875022618891033e+00
9.759167619387474e-01 -4.068312233897315e+00
9.752266299092234e-01 -4.236602324783890e+00
9.745268727865771e-01 -4.380311060498142e+00
9.738174974771289e-01 -4.499912517143459e+00
9.730985109821265e-01 -4.595934478280150e+00
9.723699203976766e-01 -4.668956103276638e+00
9.716317329146740e-01 -4.719605472110175e+00
9.708839558187310e-01 -4.748557015342262e+00
9.701265964901058e-01 -4.756528838288743e+00
9.693596624036293e-01 -4.744279948669118e+00
9.685831611286311e-01 -4.712607397250502e+00
9.677971003288655e-01 -4.662343341201977e+00
9.670014877624350e-01 -4.594352040040556e+00
9.661963312817148e-01 -4.509526794183697e+00
9.653816388332739e-01 -4.408786836221628e+00
9.645574184577981e-01 -4.293074185089404e+00
9.637236782900097e-01 -4.163350473348526e+00
9.628804265585876e-01 -4.020593757788260e+00
9.620276715860859e-01 -3.865795323518724e+00
9.611654217888519e-01 -3.699956491661058e+00
9.602936856769431e-01 -3.524085440637579e+00
9.594124718540429e-01 -3.339194050931264e+00
9.585217890173758e-01 -3.146294783018880e+00
9.576216459576222e-01 -2.946397597986223e+00
9.567120515588304e-01 -2.740506930107290e+00
9.557930147983301e-01 -2.529618720415651e+00
9.548645447466430e-01 -2.314717520011738e+00
9.539266505673936e-01 -2.096773671541908e+00
9.529793415172189e-01 -1.876740576948308e+00
9.520226269456766e-01 -1.655552059230754e+00
9.510565162951535e-01 -1.434119825577673e+00
9.500810191007717e-01 -1.213331038821453e+00
9.490961449902946e-01 -9.940460037474508e-01
9.481019036840320e-01 -7.770959743465033e-01
9.470983049947443e-01 -5.632810876393780e-01
9.460853588275453e-01 -3.533684292300564e-01
9.450630751798048e-01 -1.480902352559514e-01
9.440314641410498e-01 5.185776509477147e-02
9.429905358928644e-01 2.458178628370955e-01
9.419403007087906e-01 4.331717350692006e-01
9.408807689542255e-01 6.133416608568240e-01
9.398119510863197e-01 7.857915850256140e-01
9.387338576538741e-01 9.500280282964269e-01
9.376464992972356e-01 1.105600842727246e+00
9.365498867481923e-01 1.252103811955097e+00
9.354440308298674e-01 1.389175096256824e+00
9.343289424566120e-01 1.516497522969814e+00
9.332046326338986e-01 1.633798723326868e+00
9.320711124582109e-01 1.740851117267791e+00
9.309283931169358e-01 1.837471748285170e+00
9.297764858882513e-01 1.923521970848058e+00
9.286154021410173e-01 1.998906993418373e+00
9.274451533346613e-01 2.063575280532547e+00
9.262657510190666e-01 2.117517817861503e+00
9.250772068344580e-01 2.160767244586192e+00
9.238795325112867e-01 2.193396857829896e+00
9.226727398701148e-01 2.215519494273541e+00
9.214568408214985e-01 2.227286294443139e+00
9.202318473658704e-01 2.228885355499556e+00
9.189977715934213e-01 2.220540278677852e+00
9.177546256839811e-01 2.202508617816954e+00
9.165024219068979e-01 2.175080235687983e+00
9.152411726209175e-01 2.138575575071814e+00
9.139708902740612e-01 2.093343851751865e+00
9.126915874035028e-01 2.039761176776710e+00
9.114032766354453e-01 1.978228615508054e+00
9.101059706849957e-01 1.909170191102685e+00
9.087996823560401e-01 1.833030840182333e+00
9.074844245411169e-01 1.750274328522038e+00
9.061602102212898e-01 1.661381134636660e+00
9.048270524660196e-01 1.566846309165136e+00
9.034849644330348e-01 1.467177317945311e+00
9.021339593682028e-01 1.362891876636458e+00
9.007740506053981e-01 1.254515784684152e+00
