                                                 0                                                  3                                                  5 
                                                 0                                                  3                                                 11 
                                                 0                                                  5                                                  8 
                                                 0                                                  8                                                  9 
                                                 0                                                  9                                                 11 
                                                 1                                                  2                                                  6 
                                                 1                                                  2                                                  8 
                                                 1                                                  5                                                  8 
                                                 1                                                  5                                                 10 
                                                 1                                                  6                                                 10 
                                                 2                                                  4                                                  6 
                                                 2                                                  4                                                  9 
                                                 2                                                  8                                                  9 
                                                 3                                                  5                                                 10 
                                                 3                                                  7                                                 10 
                                                 3                                                  7                                                 11 
                                                 4                                                  6                                                  7 
                                                 4                                                  7                                                 11 
                                                 4                                                  9                                                 11 
                                                 6                                                  7                                                 10 
