                                                 0                                                  3 
                                                 0                                                  5 
                                                 3                                                  5 
                                                 0                                                 11 
                                                 3                                                 11 
                                                 0                                                  8 
                                                 5                                                  8 
                                                 0                                                  9 
                                                 8                                                  9 
                                                 9                                                 11 
                                                 1                                                  2 
                                                 1                                                  6 
                                                 2                                                  6 
                                                 1                                                  8 
                                                 2                                                  8 
                                                 1                                                  5 
                                                 1                                                 10 
                                                 5                                                 10 
                                                 6                                                 10 
                                                 2                                                  4 
                                                 4                                                  6 
                                                 2                                                  9 
                                                 4                                                  9 
                                                 3                                                 10 
                                                 3                                                  7 
                                                 7                                                 10 
                                                 7                                                 11 
                                                 4                                                  7 
                                                 6                                                  7 
                                                 4                                                 11 
