                                                 0                                                  3 
                                                 0                                                  4 
                                                 0                                                  8 
                                                 1                                                  3 
                                                 1                                                  5 
                                                 1                                                 52 
                                                 2                                                  3 
                                                 2                                                  9 
                                                 2                                                 53 
                                                 4                                                  7 
                                                 4                                                 16 
                                                 5                                                  7 
                                                 5                                                 60 
                                                 6                                                  7 
                                                 6                                                 18 
                                                 6                                                 62 
                                                 8                                                 11 
                                                 8                                                 12 
                                                 9                                                 11 
                                                 9                                                 29 
                                                10                                                 11 
                                                10                                                 13 
                                                10                                                 30 
                                                12                                                 15 
                                                12                                                 16 
                                                13                                                 15 
                                                13                                                 49 
                                                14                                                 15 
                                                14                                                 17 
                                                14                                                 50 
                                                16                                                 19 
                                                17                                                 19 
                                                17                                                 73 
                                                18                                                 19 
                                                18                                                 74 
                                                20                                                 23 
                                                20                                                 24 
                                                20                                                 36 
                                                21                                                 23 
                                                21                                                 25 
                                                21                                                 40 
                                                22                                                 23 
                                                22                                                 37 
                                                22                                                 42 
                                                24                                                 27 
                                                24                                                 28 
                                                25                                                 27 
                                                25                                                 48 
                                                26                                                 27 
                                                26                                                 30 
                                                26                                                 49 
                                                28                                                 31 
                                                28                                                 32 
                                                29                                                 31 
                                                29                                                 33 
                                                30                                                 31 
                                                32                                                 35 
                                                32                                                 36 
                                                33                                                 35 
                                                33                                                 53 
                                                34                                                 35 
                                                34                                                 38 
                                                34                                                 54 
                                                36                                                 39 
                                                37                                                 39 
                                                37                                                 76 
                                                38                                                 39 
                                                38                                                 78 
                                                40                                                 43 
                                                40                                                 44 
                                                41                                                 43 
                                                41                                                 45 
                                                41                                                 64 
                                                42                                                 43 
                                                42                                                 65 
                                                44                                                 47 
                                                44                                                 48 
                                                45                                                 47 
                                                45                                                 72 
                                                46                                                 47 
                                                46                                                 50 
                                                46                                                 73 
                                                48                                                 51 
                                                49                                                 51 
                                                50                                                 51 
                                                52                                                 55 
                                                52                                                 56 
                                                53                                                 55 
                                                54                                                 55 
                                                54                                                 58 
                                                56                                                 59 
                                                56                                                 60 
                                                57                                                 59 
                                                57                                                 61 
                                                57                                                 77 
                                                58                                                 59 
                                                58                                                 78 
                                                60                                                 63 
                                                61                                                 63 
                                                61                                                 69 
                                                62                                                 63 
                                                62                                                 70 
                                                64                                                 67 
                                                64                                                 68 
                                                65                                                 67 
                                                65                                                 76 
                                                66                                                 67 
                                                66                                                 69 
                                                66                                                 77 
                                                68                                                 71 
                                                68                                                 72 
                                                69                                                 71 
                                                70                                                 71 
                                                70                                                 74 
                                                72                                                 75 
                                                73                                                 75 
                                                74                                                 75 
                                                76                                                 79 
                                                77                                                 79 
                                                78                                                 79 
