    0.000000000000000e+00     7.552150910564595e-01    -3.762116662014119e-12
    0.000000000000000e+00     2.109819930354777e-17    -1.401800016334716e-11
    7.142857142857142e-02     6.561039466925148e-01    -3.627117054291725e-12
    7.142857142857142e-02     3.448455521183457e-14    -1.401193475611601e-11
    1.428571428571428e-01     5.706147108523458e-01    -3.483314571182711e-12
    1.428571428571428e-01     6.868704036188929e-14    -1.398484227003281e-11
    2.142857142857143e-01     4.968194565745901e-01    -3.331561588388617e-12
    2.142857142857143e-01     1.026033222906648e-13    -1.393596130784112e-11
    2.857142857142857e-01     4.330684104184047e-01    -3.172756404936672e-12
    2.857142857142857e-01     1.359319931162028e-13    -1.386658565238942e-11
    3.571428571428571e-01     3.779492842792515e-01    -3.007881509771541e-12
    3.571428571428571e-01     1.686275155225152e-13    -1.377644258168277e-11
    4.285714285714285e-01     3.302526114629786e-01    -2.837943053354721e-12
    4.285714285714285e-01     2.004432196888981e-13    -1.366681231460702e-11
    5.000000000000000e-01     2.889421939045346e-01    -2.663985696288892e-12
    5.000000000000000e-01     2.313032652396243e-13    -1.353799904344114e-11
    5.714285714285714e-01     2.531299010486496e-01    -2.487058622259132e-12
    5.714285714285714e-01     2.610378758345833e-13    -1.339111584975193e-11
    6.428571428571428e-01     2.220541744522175e-01    -2.308204401326871e-12
    6.428571428571428e-01     2.895347773747720e-13    -1.322706765833694e-11
    7.142857142857142e-01     1.950616886534147e-01    -2.128453491318062e-12
    7.142857142857142e-01     3.167123891892340e-13    -1.304669869404456e-11
    7.857142857142857e-01     1.715917008531942e-01    -1.948791447749332e-12
    7.857142857142857e-01     3.424230666453871e-13    -1.285147151433882e-11
    8.571428571428571e-01     1.511626916539540e-01    -1.770178260116031e-12
    8.571428571428571e-01     3.666730906895597e-13    -1.264192157688763e-11
    9.285714285714285e-01     1.333609583510400e-01    -1.593499177558479e-12
    9.285714285714285e-01     3.892871154889022e-13    -1.241996649545497e-11
    1.000000000000000e+00     1.178308726483480e-01    -1.419605249851475e-12
    1.000000000000000e+00     4.103488351720452e-13    -1.218585365072445e-11
    1.071428571428571e+00     1.042665575050516e-01    -1.249251467845660e-12
    1.071428571428571e+00     4.296689566820358e-13    -1.194181000087979e-11
    1.142857142857143e+00     9.240477424994190e-02    -1.083155100038422e-12
    1.142857142857143e+00     4.473907754062438e-13    -1.168786151051854e-11
    1.214285714285714e+00     8.201884208600976e-02    -9.219238512691428e-13
    1.214285714285714e+00     4.633272832998295e-13    -1.142637638247328e-11
    1.285714285714286e+00     7.291343846768986e-02    -7.661283727785939e-13
    1.285714285714286e+00     4.776597780976365e-13    -1.115725314594841e-11
