0.000000000000000000e+00 6.367789273111622315e+05
1.200000000000000025e-02 5.526146992668246867e+02
2.400000000000000050e-02 1.381487017808905762e+02
3.599999999999999728e-02 6.139573950062518293e+01
4.800000000000000100e-02 3.453220295716275245e+01
5.999999999999999778e-02 2.209822346391914039e+01
7.199999999999999456e-02 1.534396329301288908e+01
8.400000000000000522e-02 1.127135774496193577e+01
9.600000000000000200e-02 8.628080420974459486e+00
1.079999999999999988e-01 6.815858512204693298e+00
1.199999999999999956e-01 5.519587169047993847e+00
1.320000000000000062e-01 4.560493306553692783e+00
1.439999999999999891e-01 3.831024104807337682e+00
1.559999999999999998e-01 3.263325876193786446e+00
1.680000000000000104e-01 2.812875052824006517e+00
1.799999999999999933e-01 2.449474659377747443e+00
1.920000000000000040e-01 2.152058412740311510e+00
2.039999999999999869e-01 1.905567453108741649e+00
2.159999999999999976e-01 1.699005981583649794e+00
2.280000000000000082e-01 1.524193367996705462e+00
2.399999999999999911e-01 1.374941546090796551e+00
2.520000000000000018e-01 1.246499768617563619e+00
2.640000000000000124e-01 1.135171834061628138e+00
2.760000000000000231e-01 1.038047168211707172e+00
2.879999999999999782e-01 9.528086394552969240e-01
2.999999999999999889e-01 8.775930676478498338e-01
3.119999999999999996e-01 8.108885392066322861e-01
3.240000000000000102e-01 7.514578336667749880e-01
3.360000000000000209e-01 6.982806400835771532e-01
3.479999999999999760e-01 6.505094728363632894e-01
3.599999999999999867e-01 6.074356968986196481e-01
3.719999999999999973e-01 5.684630973237666529e-01
3.840000000000000080e-01 5.330871374188160816e-01
3.960000000000000187e-01 5.008785481482349589e-01
4.079999999999999738e-01 4.714702451432308816e-01
4.199999999999999845e-01 4.445468239381963893e-01
4.319999999999999951e-01 4.198360687018302118e-01
4.440000000000000058e-01 3.971020451746217761e-01
4.560000000000000164e-01 3.761394488133548708e-01
4.680000000000000271e-01 3.567689540598241171e-01
4.799999999999999822e-01 3.388333670814137055e-01
4.919999999999999929e-01 3.221944271722144704e-01
5.040000000000000036e-01 3.067301347699739611e-01
5.160000000000000142e-01 2.923325092823451654e-01
5.280000000000000249e-01 2.789056994855725335e-01
5.400000000000000355e-01 2.663643845295266543e-01
5.520000000000000462e-01 2.546324155713040049e-01
5.639999999999999458e-01 2.436416575252136618e-01
5.759999999999999565e-01 2.333309979317496896e-01
5.879999999999999671e-01 2.236454959454343139e-01
5.999999999999999778e-01 2.145356492515758662e-01
6.119999999999999885e-01 2.059567605985180017e-01
6.239999999999999991e-01 1.978683887703519273e-01
6.360000000000000098e-01 1.902338713770598821e-01
6.480000000000000204e-01 1.830199089229606890e-01
6.600000000000000311e-01 1.761962013228678681e-01
6.720000000000000417e-01 1.697351294416172274e-01
6.840000000000000524e-01 1.636114753943688771e-01
6.959999999999999520e-01 1.578021763083178874e-01
7.079999999999999627e-01 1.522861070478196688e-01
7.199999999999999734e-01 1.470438880739000642e-01
7.319999999999999840e-01 1.420577151693311613e-01
7.439999999999999947e-01 1.373112082310539994e-01
7.560000000000000053e-01 1.327892767282409514e-01
7.680000000000000160e-01 1.284779997593394341e-01
7.800000000000000266e-01 1.243645189253470007e-01
7.920000000000000373e-01 1.204369424777941289e-01
8.040000000000000480e-01 1.166842594054082749e-01
8.159999999999999476e-01 1.130962622989324096e-01
8.279999999999999583e-01 1.096634779838315810e-01
8.399999999999999689e-01 1.063771050395658918e-01
8.519999999999999796e-01 1.032289574350226669e-01
8.639999999999999902e-01 1.002114136053273291e-01
8.760000000000000009e-01 9.731737037785695432e-02
8.880000000000000115e-01 9.454020122681409954e-02
9.000000000000000222e-01 9.187371839776790894e-02
9.120000000000000329e-01 8.931213849751595824e-02
9.240000000000000435e-01 8.685005119160112141e-02
9.360000000000000542e-01 8.448239069282378888e-02
9.479999999999999538e-01 8.220440975992680810e-02
9.599999999999999645e-01 8.001165595702744437e-02
9.719999999999999751e-01 7.789994995190674398e-02
9.839999999999999858e-01 7.586536565547466471e-02
9.959999999999999964e-01 7.390421202602828754e-02
1.008000000000000007e+00 7.201301638070811695e-02
1.020000000000000018e+00 7.018850907314379273e-02
1.032000000000000028e+00 6.842760941094827576e-02
1.044000000000000039e+00 6.672741269971627087e-02
1.056000000000000050e+00 6.508517831170462786e-02
1.068000000000000060e+00 6.349831868761356135e-02
1.080000000000000071e+00 6.196438918899081771e-02
1.092000000000000082e+00 6.048107872689640480e-02
1.104000000000000092e+00 5.904620109969609815e-02
1.116000000000000103e+00 5.765768697931605846e-02
1.127999999999999892e+00 5.631357649106749630e-02
1.139999999999999902e+00 5.501201233732101736e-02
1.151999999999999913e+00 5.375123341995063919e-02
1.163999999999999924e+00 5.252956892062387445e-02
1.175999999999999934e+00 5.134543280175744157e-02
1.187999999999999945e+00 5.019731869431719173e-02
1.199999999999999956e+00 4.908379514167240248e-02
1.211999999999999966e+00 4.800350117144233653e-02
1.223999999999999977e+00 4.695514216973778465e-02
1.235999999999999988e+00 4.593748603442614209e-02
1.247999999999999998e+00 4.494935958605999343e-02
1.260000000000000009e+00 4.398964521693329854e-02
