0	1	-1.8849555921538756
0	3	-0.6283185307179588
0	6	3.1415926535897922
0	9	0.6283185307179588
0	12	1.884955592153874
1	0	1.3011353287662715
1	0	1.3011353287662717
1	2	-1.8404573248235214
1	3	0.283913360868419
1	4	-0.8232353569256701
1	6	2.3183572966641224
1	7	-2.8576792927213743
3	0	2.4347220017440936
3	1	-2.8312413375376426
3	4	-1.724092619743551
3	5	-0.7068706518456997
3	9	1.4175000338462418
3	9	1.417500033846242
3	10	0.31035131605215116
6	0	0
6	1	-1.017221967897851
6	7	-2.1243706856919413
6	8	-3.141592653589793
6	12	1.0172219678978518
6	12	1.0172219678978514
6	15	2.124370685691942
9	0	-2.434722001744093
9	3	-1.4175000338462425
9	10	-0.3103513160521511
9	11	0.7068706518456997
9	12	2.831241337537642
9	12	2.831241337537642
9	13	1.7240926197435507
12	0	-1.3011353287662717
12	6	-2.3183572966641233
12	6	-2.3183572966641233
12	9	-0.28391336086842034
12	13	0.8232353569256696
12	14	1.8404573248235214
12	15	2.8576792927213734
2	1	1.426497765494927
2	4	0.16986070405901046
2	7	2.683134826930844
2	34	-1.0867763573769071
2	35	-2.3434134188128253
4	1	2.293558084444435
4	2	-2.9724052548372994
4	3	1.1864093666503441
4	5	0.1691873987524929
4	26	-0.8480345691453587
4	34	-1.955183286939449
7	1	0.3908275813551314
7	2	-0.6263943865427191
7	2	-0.6263943865427262
7	6	1.4979762991492218
7	8	2.5151982670470736
7	35	-1.6436163544405709
7	38	-2.7507650722346613
34	2	2.1243706856919413
34	4	1.1071487177940895
34	26	0
34	26	0
34	27	-1.0172219678978518
34	35	-3.141592653589793
34	37	-2.034443935795703
35	2	1.01722196789785
35	7	2.034443935795702
35	34	0
35	34	0
35	36	-2.124370685691943
35	37	-1.1071487177940909
35	38	-3.141592653589793
5	3	2.1225616175277824
5	4	-2.903986628215888
5	10	0.8659245560918654
5	24	-0.3907125053440519
5	26	-1.64734956677997
10	3	-2.5880182946927484
10	5	-1.5707963267948957
10	5	-1.5707963267948966
10	9	2.5880182946927484
10	11	1.5707963267948974
10	22	0.5535743588970456
10	24	-0.5535743588970439
26	4	2.034443935795702
26	5	1.01722196789785
26	24	0
26	24	-1.4901161193847656e-8
26	24	0
26	25	-1.1071487177940904
26	27	-2.124370685691943
26	34	-3.141592653589793
24	5	2.12437067079078
24	5	2.1243706856919444
24	10	1.1071487028929292
24	10	1.1071487177940895
24	16	-1.0172219827990139
24	22	-1.4901161193847656e-8
24	22	-1.4901161193847656e-8
24	25	-2.034443950696865
24	26	3.141592638688632
8	6	0
8	7	-1.2566370614359184
8	15	1.256637061435917
8	38	-2.5132741228718354
8	41	2.5132741228718345
15	6	-1.4979762991492234
15	6	-1.4979762991492231
15	8	-2.5151982670470803
15	12	-0.3908275813551325
15	14	0.6263943865427191
15	33	1.6436163544405702
15	41	2.7507650722346595
38	7	1.1071487177940895
38	8	2.1243706856919404
38	35	0
38	36	-1.0172219678978522
38	39	-2.0344439357957036
38	39	-2.0344439357957036
38	41	3.1415926535897922
41	8	-2.124370685691943
41	15	-1.107148717794093
41	30	1.0172219678978505
41	30	1.01722196789785
41	33	0
41	38	3.141592653589792
41	39	2.0344439357957005
11	9	-2.1225616175277837
11	10	-0.8659245560918656
11	13	2.9039866282158866
11	22	0.3907125053440512
11	23	1.6473495667799685
13	9	-1.186409366650345
13	11	-0.1691873987524919
13	12	-2.293558084444436
13	14	2.972405254837299
13	23	0.8480345691453577
13	32	1.9551832869394485
22	10	-1.1071487177940913
22	11	-2.124370685691943
22	16	1.017221967897851
22	17	2.0344439357957027
22	23	-3.141592653589793
22	24	0
22	24	0
23	11	-1.017221967897851
23	13	-2.034443935795702
23	17	1.1071487177940904
23	18	2.1243706856919413
23	22	0
23	22	0
23	32	-3.141592653589793
14	12	-1.4264977654949287
14	13	-0.16986070405901055
14	15	-2.683134826930844
14	32	1.0867763573769071
14	33	2.3434134188128244
32	13	-1.10714871779409
32	14	-2.124370685691942
32	18	1.017221967897851
32	23	0
32	23	0
32	29	2.0344439357957036
32	33	-3.141592653589793
33	14	-1.0172219678978518
33	15	-2.0344439357957036
33	29	1.1071487177940904
33	30	2.1243706856919413
33	32	0
33	32	0
33	41	-3.141592653589793
16	17	1.2566370614359177
16	19	0
16	22	2.513274122871835
16	24	-2.513274122871836
16	25	-1.2566370614359168
17	16	-2.5151982670470723
17	16	-2.51519826704708
17	18	0.6263943865427204
17	19	-1.4979762991492231
17	20	-0.3908275813551323
17	22	2.7507650722346613
