0	1	2.8706741331335737
0	2	0.7762790307403775
0	13	-1.3181160716528177
1	0	-0.30654473079241007
1	4	1.787850371600782
1	15	-2.4009398331856096
2	0	-2.094395102393203
2	3	2.094395102393195
2	7	0
13	0	1.6316735006222878
13	8	-0.4627216017709097
13	14	-2.5571167041641027
4	1	-1.7878503716007819
4	3	0.3065447307924134
4	18	2.400939833185609
15	1	1.3181160716528042
15	14	-0.7762790307404022
15	17	-2.870674133133594
3	2	-0.7762790307403784
3	4	-2.8706741331335714
3	12	1.3181160716528186
7	2	-3.141592638688632
7	6	1.0471975660977568
7	8	-1.047197536295437
12	3	-1.6316735006222878
12	6	0.4627216017708573
12	11	2.557116704164102
18	4	-1.3181160716528044
18	11	0.7762790307403922
18	17	2.870674133133583
5	6	2.400939833185609
5	9	-1.7878503716007828
5	10	0.30654473079241296
6	5	-1.3181160716528044
6	7	2.870674133133587
6	12	0.7762790307403904
9	5	1.7878503716007823
9	8	-2.400939833185609
9	19	-0.3065447307924135
10	5	-2.8706741331335737
10	11	1.318116071652818
10	16	-0.7762790307403782
8	7	2.094395102393196
8	9	0
8	13	-2.0943951023931957
19	9	1.0471975511965974
19	14	3.1415926535897896
19	16	-1.0471975511965974
11	10	2.0943951023931984
11	12	0
11	18	-2.0943951023931926
16	10	0.5235987606971451
16	17	-1.5707963267948966
16	19	2.617993863090333
14	13	3.1415926535897913
14	15	-1.0471975511966007
14	19	1.047197551196595
17	15	-2.617993877991494
17	16	1.5707963267948968
17	18	-0.5235987755982989
